text,type,source,title,category,label
1989年4月27日，33岁的北京师范大学博士生郭于华与同学们在北京的街头走了差不多整整一天，直到自己脚上的旧伤复发。但是，她依然觉得很振奋，充满了希望。“有一种前所未有的振奋，觉得有希望。觉得哪怕是一个人，哪怕学生的力量很弱，但是也觉得我们尽力了，在尽自己的力量。” 六四”31周年后，在清华大学社会学系担任教授的郭于华回顾当年的自己，这样告诉美国之音。郭于华参加的就是后来被称为“4.27”大游行的行动。此前一天，1989年4月26日，中国官方的《人民日报》发表社论将学生们4月17日以来的抗议活动定为“反党、反社会主义的动乱”。曾经在北京高校学生自治联合会担任常委的周锋锁31年后回忆起1989年5月17日在天安门广场的21岁的自己时，说的最多的也是“振奋和希望”。5月17日，是天安门抗议活动的高潮日。那一天，大量外地高校学生进入北京和北京各界人士一起，举行百万人大游行，支持在广场上绝食抗议的学生，其中包括党内人士，甚至还有穿制服的警察。他说：“印象最深的就是天安门广场那么多人，非常兴奋，充满希望，有很多的声音发出来那种自由的滋味。……在天安门广场你就感觉，哇，这么多人，跟你有同样的梦想，而且敢于在青天白日之下说出来。那种激动是非常令人难忘的。…… 非常激动，充满希望的。”,news,voachinese,从“六四”学生到“后浪”青年，中国青年世代变迁的背后,democracy,sensitive
美国著名记者和作家孟捷慕（James Mann）曾在经1980年代中后期担任《洛杉矶时报》北京分社社长。1989年6月4日当晚，在中共当局出动军队镇压天安门广场及周围地区抗议腐败和要求民主的学生和市民的时候，他正在长安街的寓所里赶写有关抗议的稿件。充满希望，锐意改革孟捷慕告诉美国之音，1989年的中国与现在的中国完全不同，无论从政府层面还是学生来说，那是一个充满希望和锐意改革的年代。他说：“中国刚刚走出文化大革命。而且，他们也得到了高层领导的鼓励，以适应新的变化。虽然这（变化）非常模糊，但是，人们认为中国在变，中国应该变。其中的一个改变途径就是对外开放。这意味着对西方开放，同时也意味着很多其他的东西。变革就是他们的想法，虽然没有人知道应该走多远。”孟捷慕说，那个时候，中国年轻人渴望了解中国之外的世界、了解西方。哪怕美国的普通人的生活也让他们惊奇。他说：“我记得我给两个中国朋友播放了《克莱默夫妇》的电影。他们全程睁大了眼睛。他们之前从来没有看到这些。我是说，他们看了一小部分类似的电影后，还希望看到更多。他们对能够了解西方的普通人的生活感到惊奇。”事实上，上个世纪的80年代，在经历十年文革的禁锢后，中国刚刚开始打开国门。中国人除了开阔了眼界之外，思想上更是呈现出一派活跃、开放之势。那个时候，不仅是学生和知识分子，甚至是市民都积极参与国家大事以及中国未来道路的辩论，有时侯，这样的辩论是针锋相对的。这也是“六四”后三十一年间再也没有出现过的现象。具有理想主义和爱国情怀参加“4.27”大游行的郭于华说，其实当时大家心中只有一个简单的诉求：“我们是希望这个国家好，希望这个国家能走向一个正常的，民主共和的体制。人人有权利，人人有自由，就是这么一个简单的诉求。”1989年学生抗议活动爆发的时候，24岁的张毅在武汉大学成人教育学院学法律。31年后，他告诉美国之音自己参与“八九六四”的初衷也是希望这个国家变得更好。张毅说：“因为我学的是法律。学法律的人都有一种家国情怀，希望这个国家越来越好...。”他说：“因为我学的是法律。学法律的人都有一种家国情怀，希望这个国家越来越好，希望我们人民的生活越来越幸福，希望我们一切运行在法制的轨道上，所以参与了反官倒、反腐败的（89民运），因为腐败和官倒和法制是格格不入的……作为一个有正义感的年轻人，既然我选择了学法律， 那么我就要选择用法律来武装自己，在自己的言行中体现出来， 所以我参与89年的民运，我希望这个国家越来越好。”张毅1989年6月4日当天在武汉的长江大桥上被当局抓捕，后来他的两只耳朵在刑讯逼供中重度致残。前驻华记者孟捷慕说，“六四”学生充满着理想主义和爱国情怀。他说：“爱国主义应该是一个更好的表述。他们觉得他们想提升自己的国家……他们认为自己是理想主义的，也是爱国的。……他们认为自己是在采取必要的行动来使得这个国家变得更好，使得它走向现代化的世界。我想，他们应该认为自己是与五四精神相通的。”他说，与现在“反美”的中国爱国青年不同，那时候的年轻人的爱国主义和理想主义体现在希望限制中国共产党的权力上面。他说：“1980年代的理想主义体现在为共产党的权力设定新的限制。这也被理解为是爱国主义。那些孩子以及那些支持他们的或是领导他们的知识分子是这么认为的。”他强调说，这些权力限制谈不上是真正拥抱西方的民主和自由。他说，“六四”时期，被视为中共党内改革派的重要人物胡耀邦和赵紫阳也从来没有从民主选举的意义上来谈论民主。胡耀邦1987年1月，因被中共保守派认为支持“资产阶级自由化”被被迫辞职。1989年4月15日，胡耀邦逝世。4月17日，学生们对胡耀邦的悼念和示威活动被视为是天安门民主运动的开端。孟捷慕说， “六四”首先是反贪腐、反裙带关系，反共产党当时的所作所为。学生，特别是普通民众，当时对自由和民主的要求是模糊的。天安门广场的“民主女神”雕像也是在抗议的后期才竖立起来的。美记者孟捷慕：六四后美朝野误判中共生命力虽然如此，对当年的周锋锁来说，高高矗立在天安门广场的“民主女神”雕像与毛泽东画像的对比让自己至今难以忘怀。他告诉美国之音， 他是1989年5月31日，雕像被竖立起来的第二天看到这个画面的。他说：“刚刚下过雨，天空被洗刷的很蓝很蓝。学生们连夜架起的民主女神像在湛蓝的天空的衬托下显得那么的洁白。她骄傲地耸立着，正对着天安门上的毛泽东画像。”31年后，回想自己和同伴们当年为自由和民主所做的努力，周封锁无限感慨地告诉美国之音，自由理想与专制的对峙到今天还在中国继续。,news,voachinese,从“六四”学生到“后浪”青年，中国青年世代变迁的背后,democracy,sensitive
六四后，中国青年对政治“无感”、“冷漠”、甚至“恐惧”1989年6月4日那场屠杀中的坦克，碾压了示威的学生和民众，也碾碎了中国有限的政治改革。从那以后，民主、群众示威以及政治体制改革成了中共眼中不可跨越的红线。与此同时，中国共产党致力于发展经济，以维持自己统治的合法性。“爱国主义”洗脑教育“六四”之后，除了对参加天安门广场民主运动的学生进行最后的“追剿”之外，（周锋锁就是当年二十一名被通缉的学生领袖之一，排名第五），中国共产党也立即着手对学生们，特别是此后入校的学生们进行所谓的“爱国主义教育”。1989年6月一男子站在天安门广场附近的坦克前。1989年6月一男子站在天安门广场附近的坦克前。从1989年到1992年，北京大学和复旦大学这两所普通高等学校的本科新生都需要参加为期一年的军事训练和爱国主义教育。中国其他地方的大学生们也参加了各种不同形式的爱国主义教育。此后，军训在中国高校、甚至高中一直在延续。一名不愿意透露姓名的90级北大学生告诉美国之音，她当年和同学们一起被送到了石家庄的一所军事院校进行军训。她说：“每天早上，我们要排队、踢正步、唱军歌、进行内务管理，叠被子等。……我想，他们的目的就是要让我们听话、规范化、听指挥、听命令吧。”“六四”的记忆被抹杀,news,voachinese,从“六四”学生到“后浪”青年，中国青年世代变迁的背后,democracy,sensitive
另一方面，共产党也想方设法要让后来的学生忘掉“六四”的存在。在后来很长一段时间，中国大陆的历史教科书中，1989年春夏之交的“天安门大屠杀”是完全不存在的，取而代之的是一场受境外敌对势力蛊惑的“政治风波”。2018年人教版新版历史教科书不仅对“六四”只字未提，中共的前领导人胡耀邦和赵紫阳的存在也难觅踪迹。在香港，目前中学教科书中对“六四”事件的叙述，也是轻描淡写。港众志在尖沙咀天星码头举办中国国歌法街头论坛(美国之音汤惠芸拍摄)香港团体担忧教育建立在中共官方立场上在澳大利亚留学的中国90后Horror Zoo (化名)告诉美国之音，自己上学的时候， 没有人告诉她“六四”的事情，书上不会有， 老师也不敢说。她后来看到了大屠杀的画面，去问父亲，可是父亲特别轻描淡写地告诉她，“学生们做错了事，就应该把他们杀掉。”至现在，“六四”31年后，中国的网路以及媒体上严禁一切带有“六四”字样的文字出现。每到“六四”周年纪念的时候，中国境内的一些与“六四”有关的人都会在这个“敏感时期”内“失踪”。,news,voachinese,从“六四”学生到“后浪”青年，中国青年世代变迁的背后,democracy,sensitive
思想管控加强2012年 11月，中共现任总书记习近平上台，中国对异见人士的压制，对新闻的管控，更加严重。对高校学生和老师的思想更是他管控的主要目标。2013年，官方要求高校老师“七不讲”，也就是不能讲普世价值、新闻自由、公民社会、公民权利、党的历史错误、权贵资产阶级和司法独立。2019年12月，中国著名高校之一，上海复旦大学修改学校章程，删除了“思想自由”，把“学术独立”换了位置，另加上“爱国奉献”、“坚持党领导”和“贯彻党方针”。与此同时，高校之外的中国民主和人权的环境也每况愈下，所有主张民主自由的派系和他们的声音，都遭到严重打压，其中最广为人知的是2008年12月的“零八宪章”事件，和2015年7月9日对维权律师的大抓捕。飞速发展的高科技，例如人脸识别系统，也被中共用来追踪和掌控民众的思想和行动。学生逐渐“安于现状”事实上，在“爱国主义思想教育”与网格化管控体系之下，“六四”以后的31年间，中国再没有出现过要求民主和自由的大规模群众运动。而中国高校的学生们，或许是出于主动选择，或许是属于被动遗忘，已经不再像他们的前辈那样热衷于讨论政治和国家前途命运，相反，他们选择安于现状。曾经参加“六四”抗议活动的清华大学社会学系教授的郭于华认为，现在的年轻人安于现状并不奇怪。她说：“如果社会上普遍的是通过这种宣传、洗脑……在很多人都被这种东西欺骗了蒙蔽了，也有很多人不一定是那么糊涂，但是他也不敢，得小心翼翼地，有些人去了解一些情况，有些人说那样做不安全，那我干脆不了解，就安于现状了，我就把自己的事情顾好，年轻人中形成这样一种普遍的状况也就不奇怪了。”更为糟糕的是，中国高校的老师们可能会因为发表敏感言论 - 对国家主席习近平和执政的共产党有任何不忠迹象，而被“学生信息员”举报和告发。2019年，中国著名的清华大学就有两位教授因言论被学生举报。郭于华说，学生的举报得到了校方的鼓励。而校方这样的“作恶“是对年轻人，乃至给所有中国人精神上的一种伤害，一种毒害。在澳大利亚留学的中国90后Horror Zoo说， 她觉得天安门大屠杀给后来的人留下了“白色恐怖”，学生逐渐把赚钱当作第一要著。,news,voachinese,从“六四”学生到“后浪”青年，中国青年世代变迁的背后,democracy,sensitive
她说： “89年那一代是绝大多数的学生都会上街的，但是有了这次大屠杀后，剩下的就是一种白色的恐怖氛围。现在的同龄人，正常工作的人， 如果你不把赚钱作为第一标准，所有人都会嘲笑你。”她说，其实她的同龄人不少人也知道‘六四’，但是，如果有人提“六四”的话，却会被嘲讽。在共产党的生态系统下努力生存戴三才（Zak Dychatwald）是美国的一名90后， 也是《年轻的中国：不安分的一代将如何改变中国和世界？》(Young China: How the Restless Generation Will Change Their Country and the World)一书的作者。为了完成自己的书，2011年起，他在中国生活了差不多7年时间，此后，每年大约三分之二的时间呆在中国。戴三才告诉美国之音，写书之前，他走访了中国大部分地区，与中国二、三线城市的数百名同龄人交谈。他说，他和中国朋友交谈时，并没有回避“六四”，但是，他常常会因此与他们陷入争执之中。他说，在中国，其实还是有数量不少的年轻人知道“六四”，也有人对“六四”表示同情，但是，或许是因为年代久远，当然更重要的原因是政府多年来的“教育”，他们中的一些人已经站在政府的角度为其辩护。他说： “我有一种越来越强烈的感觉，也就是西方对六四的描述不被接受。他们认为这不只是屠杀那么简单。这种政府说法当然得到政府的支持，也是政府的宣传。（他们认为）当年年轻人进行了暴力抗议，后来这些暴力抗议被暴力镇压了。但是，中国政府是非常克制的，比世界其他地方在发生同类事件时要显得更为克制。”戴三才说： “我有一种越来越强烈的感觉，也就是西方对六四的描述不被接受。”他说：“和我聊天的大部分年轻人，这里不仅仅是受过良好教育的，也包括工厂的工人。大多数人是把政治当作天气来应对的。他们可以跟着它的改变而换衣，可以做好准备，在某种程度上也可以预测，也可以抱怨，很多人都这么做。但是，他们也意识到他们不可以改变它。所以，对大多数人来说，他们只是试图找到在政府创造的生态系统下生活的办法而已。”他说，在中国“90后”和“00后”心中，有些人对政府有抱怨，但是是非常谨慎的抱怨；也有人有这样的想法，既然改变不了，为什么要抱怨呢？前《洛杉矶时报》驻华记者孟捷慕说，反抗自己的政府及现行秩序几乎是全世界年轻人的传统。他能想到的中国年轻人不反对政府的唯一答案是“政治高压和恐惧”，而且，他说，“在中国，只要你不参与政治行动总是有就业机会的”。孟捷慕提到的就业与政治行动的关系在西方被看作是中国政府领导层和老百姓之间有一种心照不宣的契约：你们别涉足政治，我们负责振兴经济，这样大家都能过上好日子。,news,voachinese,从“六四”学生到“后浪”青年，中国青年世代变迁的背后,democracy,sensitive
“小粉红”现象《年轻的中国》一书的作者戴三才在采访中还提到自己的一个观察，他认为中国这一代的青年是中国最能平视西方的一代。由于成长在中国经济崛起的年代，看着中国从一个贫弱的国家发展成世界第二大经济强国，也亲历过西方国家的不完美，中国的年轻世代比中国以往的世代更为自己的国家感到骄傲，甚至更能接受自己国家的不完美。他说，这应该与近几年西方社会没有能够提供“榜样“的力量有关。旅澳学人谈针对香港的“离岸爱国主义”旅澳学人谈针对香港的“离岸爱国主义”小粉红是怎样炼成的在中国，的确也有这样的一群年轻人，在“大国崛起”的心态下，几乎是“逢中必赞”。在网络上，他们以“小粉红”著称。有人认为“小粉红”“愚蠢、无知、幼稚、被洗脑、狂热、容易被煽动、不理智”。但是，在中国官媒上“小粉红”们具有“朴素的爱国情感”，本质上是爱国主义的、有正确历史观的、正能量的。在涉及台湾、香港、西藏和新疆问题上， “小粉红”们与中国政府的观点出奇地一致。2019年，香港青年为“反送中”举行大游行，香港抗议学生的领袖罗冠聪甚至遭到“小粉红”们的人身攻击，甚至死亡威胁。当新冠疫情在中国稍有缓解，在世界其他地方爆发的时候，“小粉红”们嘲笑其他国家从中国“抄作业”都不会。“小粉红”们的这些反应让戴三才认为，有关香港青年的抗议会蔓延到中国，从而引发中国青年同样的抗议活动的担忧是多么的荒诞。他认为，在现在的中国，几乎没有什么事情会让中国青年再次走上街头抗议，虽然他本来以为2019年底的新冠病毒疫情会是个契机。后疫情时代，“后浪”青年是否还会对政治冷漠？2019年底，在中国武汉首先爆发的新冠病毒疫情让一直试图适应政府或是顺从政府的年轻人首次感到了愤怒。他们愤怒于疫情初期从中央到地方各级政府对疫情的隐瞒和淡化，他们也对政府试图掩盖失误作出反击。“吹哨人”李文亮之死引发数百万中国网民大声疾呼言论自由，其中就有许多愤怒不安的年轻人，这应该是“六四”以来首次。一些人公开站出来讨论政府隐瞒疫情以及训诫“吹哨人”的代价；一些人冒险亲自前往武汉，试图找出真相；另一些人通过组织志愿捐赠活动，来考验中国共产党对民间独立团体的容忍度。《年轻的中国：不安分的一代将如何改变中国和世界？》一书的作者戴三才说： “过去三四个月以来，由于疫情的爆发，在疫情开始的时候，特别在武汉爆发的时候，我看到了年轻人与政府间关系变得紧张，特别是纪念李文亮医生的时候。我看到了十年间政府与民众关系最紧张的一次。”觉醒后的青年遭到打压95后中国公民记者李泽华就是这愤怒的年轻人中的一员。在武汉封城后，李泽华前往武汉试图寻找疫情真相，但是，很快就遭到中国当局的抓捕。他在记录自己被中国国安人员抓捕过程的视频中说，自己再也“不愿吞炭为哑，我也不愿意闭目塞听。”他在视频中特别提到了1989年的往事。他说：“我知道理想主义在当年的春夏之交（六四事件）已经破灭。静坐已经没有任何作用。……现在的年轻人可能根本就不知道历史上曾经发生过什么。”生活在美国的政治评论人士陈破空当年是天安门民运的领袖之一，他告诉美国之音，他认为，中国为疫情而发出的呼吁只是在底线上最微弱的呼声。他告诉美国之音： “这次民间对言论自由的呼吁可以说是最低程度的呼吁，是在‘六四’之后三十年政治高压之后，人们非常胆怯、胆小，在底线上的一个微弱的呼声。”然而，即便是这样为了维护生存权而发出的小心翼翼的微弱呼声也遭到了打压。李泽华被“消失”前，试图披露武汉疫情真相的85后公民记者陈秋实、方斌也被失踪。李泽华在失踪两个月后现身视频，但是被疑似监视居住。陈秋实和方斌至今下落不明。另外，网上纪念李文亮的帖子被大量删除；李文亮医生自己被“烈士”，官方一再强调，李文亮不是“对抗体制的英雄”和“觉醒者”。5月份的时候，新冠疫情还在全球肆虐，但是在中国，青年们的呼声已经归于沉寂……被中国官方盖章认证的“后浪”并没有得到广泛认可,news,voachinese,从“六四”学生到“后浪”青年，中国青年世代变迁的背后,democracy,sensitive
在5月，中国政府还推出了自己盖章认证的中国青年形象。他们的生活是去遥远的地方旅行和高空跳伞，是穿着汉服在闹市中肆意舞蹈，是凭着兴趣爱好自由探索，尽情享用文明的成果……。这其实是中国商业视频网站哔哩哔哩(B站)在五四青年节期间推出的一个3分52秒的短视频《后浪：献给新一代的演讲》里描述的一切。该短片表示，要和“1.3亿B站年轻人一起表达自我，拥抱世界。”虽然是商业频道推出的广告，但是，中国官方的央视新闻、《光明日报》、《中国青年报》、《环球时报》、《新京报》、澎湃新闻、观察者网等重要媒体，都发布了这个视频，给与背书。视频意图通过展示中国现代青年的风貌和多元化的富足生活的图景，批评“一代不如一代”的说法。 视频强调，这代年轻人生逢盛世，且拥有了选择自由，他们“心里有火，眼里有光”，这令人羡慕，也让人满怀感激。一位在中国高校任职的老师告诉美国之音：“学生们讨论过， 有些分歧。这个宣传腔比较浓，给领导看的。” 她说，许多学生看着视频广告里那个富足、快乐的年轻人形象，并不认为是自己。中国左派的一个网站激流网这样评论这个视频说，“五四运动的风雷激荡至今已一百零一年，百年前的五四青年们运用批判的武器怀疑质问身处的周遭，用武器的批判为社会的困境寻找出路。而在今天的演讲之中却再看不到批判的身影，青年蓬勃的生命力被删减到只剩下被资本逻辑捆扎的精致文化产品。”后疫情世代，青年是否还会继续顺应政府？在后浪视频推出前几天，武汉大学一名叫“磊磊学长”的大四学生4月28日在微博上对自己的前途表达了很大的困惑：“像我们这样的年轻人，工作还没着落，还有资格谈诗和远方吗？”他在微博中写道：“这几天，学校统计毕业去向。往年这时候， 读研、工作、中国，大家基本都找到了归宿。可如今，统计表示仍有许多留白。”“磊磊学长”的这篇微博后来频频被媒体拿出来与《后浪》视频对比，被当成当代年轻人焦虑的缩影。2020年，像“磊磊学长”这样的应届高校毕业生有874万，比去年同期增长40万人，而他们将面临因疫情而萎缩的就业市场。事实上，疫情对中国的影响可能会更为深远。疫情后，中国将面临更为复杂的国际和国内的环境：美中关系进一步恶化、许多国家支持产业链“去中国化”。美国密西根大学的高达伟（ Daniel Kao ）告诉美国之音，目前国际上广泛谈论的产业链去中国化“会产生骨牌效应，促使各国企业撤出中国，无可避免地会导致中国供应链上的公司大量倒闭，千百万人失业，生存艰难。密西根大学迪尔伯恩分校研究产业链管理的助理教授高达伟 (视频截图)他还说：“从历世上来看，若当政者无法让百姓温饱，则民心思变，进而批评现有的体制。”高达伟的观察，早在1990年3月，天安门大屠杀的9个月之后，当时的中国实际领导人邓小平就担心过。他在回顾中国改革开放历程时指出，中国人民拥护共产党，就是因为共产党带来了经济的发展。这也是西方所说的中国共产党与民众之间的那笔心照不宣的交易的由来。邓小平当年问道：“假设我们有五年不发展，或者是低速度发展，例如百分之四、百分之五，甚至百分之二、百分之三，会发生什么影响？这不只是经济问题，实际上是个政治问题。”不过，美国约翰·霍普金斯大学全球事务教授，战略与预算评估中心高级研究员哈尔·布兰兹（ Hal Brands）认为目前还很难说中国青年就一定会走到政府的对立面。他认为，共产党一定会利用这样的困境来煽动中国青年的民族主义和所谓的爱国主义。他在一封电子邮件中告诉美国之音：“中国共产党一定会利用外国对中国的批评来掀起国内的民族主义思潮，在某种意义上，这会更加巩固自己的统治。”不过，他也认为， “去中国化”的进一步发展一定会影响到中国的经济增长，继而影响到共产党与民众之间达成的经济交易。,news,voachinese,从“六四”学生到“后浪”青年，中国青年世代变迁的背后,democracy,sensitive
"在纪念天安门大屠杀31周年的书面声明中，美国国会众议院议长佩洛西（House Speaker Nancy Pelosi, D-CA）又回忆起1991年在天安门广场上的一幕。那是1991年9月4日， 美国国会代表团访问中国的最后一天。在北京毫无预警之下，佩洛西和另外两名联邦众议员来到两年前被坦克的履带压过的天安门广场。他们手持白花，缓缓地展开一个黑底白字的横幅，上面用中英文写道：献给为中国民主事业牺牲的烈士。资料照：电视画面显示，来自加州的民主党众议员南希·佩洛西(中)、来自乔治亚州的民主党众议员本·琼斯(左)和来自华盛顿州的共和党众议员约翰·米勒在天安门广场展示横幅，向为中国民主事业牺牲的烈士致敬。(1991年9月4日)资料照：电视画面显示，来自加州的民主党众议员南希·佩洛西(中)、来自乔治亚州的民主党众议员本·琼斯(左)和来自华盛顿州的共和党众议员约翰·米勒在天安门广场展示横幅，向为中国民主事业牺牲的烈士致敬。(1991年9月4日)那时的中国急于获得隔年对美贸易的最惠国待遇，努力向议员们展现北京在言论自由等人权问题上取得了长足进步。然而，就在议员们俯下身来敬献白花时，几名北京警察冲了过来，命令他们立刻收手，并试图抢夺记者的摄像机。“谁再录我给他砸了，”一名年轻的警察指着镜头气势汹汹地说。“可悲的是，天安门大屠杀三十年后，我们看到中国侵犯人权的纪录并未改变，” 佩洛西在星期四（6月4日）的声明中说。她说，中国的维吾尔人被残酷镇压，藏人几十年来遭受虐待，香港人正为了多年前当局承诺的自由而抗争，还有许许多多在中国大陆被不公正囚禁的新闻工作者、人权律师、基督徒和民主活动人士。同一天，多名美国国会议员也发表声明，纪念31年前的天安门屠杀，谴责当前中国政府的威权统治。众议院外交委员会主席、民主党籍众议员恩格尔（Eliot Engel, D-NY）说，几十年来，中国政府一面掩盖天安门屠杀的真相，一面变得越发咄咄逼人——向全世界输出威权体制，加紧进犯有争议领土，侵犯香港自治。“我谴责中国政府进犯法治，践踏国际准则和其非常恶劣的人权纪录，” 恩格尔说。“30多年来，中国共产党政府撒下的弥天大谎是，广场上没有死人，” 共和党籍联邦众议员、众议院全球人权小组委员会主席史密斯（Chris Smith, R-NY） 说。长期关注中国人权的史密斯议员回忆，1996年12月，时任美国总统比尔·克林顿用19响礼炮和国王般的盛典欢迎到访白宫的“北京屠夫”迟浩田。访问华盛顿期间，这位天安门民主抗争期间的军事指挥官，在六四惨案中发挥了重要作用的将军说：“天安门广场上没有死一个人。”史密斯被激怒了。他立即召集了一场紧急国会听证，题目就是“到底有没有天安门大屠杀” 。受邀作证者包括目睹并记录了那场杀戮的《时代》周刊北京分社社长以及国际特赦组织成员。他也邀请了迟浩田和中国大使馆的人员前来作证。当然，后者没有出现。“六四”惨案31年后，史密斯说：“尽管中国经历了几十年的快速变迁，但是中国共产党政府的残暴本质并未消失——近年来，在终身独裁者习近平统治下，情况更加恶化。”“维权律师遭受酷刑，公民记者被投入监狱，外国记者被驱逐……就在我们说话之际，香港的自由和自治之光正在熄灭。”他在声明中写道。当上百万维吾尔人和其他穆斯林被拘押在集中营，被强迫劳动的消息见诸报端时，史密斯想到1991年在北京第一监狱看到的那些天安门囚徒。他们消瘦憔悴，被剃了光头，伏在机器上缝制衣服。这些衣服最终被销往美国和其它国际市场。“如果我们不能意识到北京的国内镇压与其在国际上咄咄逼人之间的直接联系，我们就是真正的闭目塞听，”史密斯说。他指出，中国共产党政府正在向国际准则和规范发动系统性的攻击。终身独裁者习近平正在向世界各地的小独裁者和威权统治者输出审查和压迫模式。美国需要领导一个有民主意愿的全球同盟，向北京的野心发起回击。这意味着欧盟国家必须拒绝由华为这样的中国公司建设当地的5G网络。“中国必须被遏制，并与国际体系隔绝，直到他们作出改变，”史密斯说。他同时强调，政治改革只能从中国民众中间产生。当中国人不可避免地面对镇压时，美国必须与他们站在一起，用最响亮的声音向他们保证：他们的牺牲不会被遗忘。“我们要么和坦克人——那个勇敢对抗压迫的天安门抗议者——站在一起，要么和坦克站在一起，”他说。",news,voachinese,站在坦克一边，还是坦克人一边，美议员呼吁世界作出抉择,democracy,sensitive
前六四学生领袖王丹举行线上六四31周年纪念会。他说，这场抗争进入网络化，上一代学运人士和新世代携手合作，继续为争取中国人权努力。王丹说，虽然历经31年的风雨坎坷，但1989年的热情和精神长存众人心中，结束专制、改变中国不但是经历六四一代人的理想，也将是年轻世代的愿望。王丹说：“不管时间多么漫长，我们一定会做到八个字，‘永不忘记，永不放弃’。我们也更希望跟年轻世代合作，努力让中国人可以活得有尊严、有自由。我认为这才是对31年前的死难者最好的纪念。”纪念会直播过程中，两次因不明原因断线。王丹说，这显示抗争进入新的阶段。王丹：“今天这个会，就像我们中国民主走的道路一样，非常曲折坎坷。如果说我们过去进行街头抗争的话，现在我们可能走进一场新的抗争，网络的抗争。”美国国务卿蓬佩奥6月2日会晤了王丹、李恒青、李兰菊、苏晓康。这是美国在任国务卿首次在六四周年期间会晤六四幸存者。曾因六四两次入狱的中国民主党全国委员会共同主席王军涛，在随60多人车队从纽约前来华盛顿中国大使馆抗议的路上，参与了这场纪念会。他强调让年轻一代了解历史真相的重要。王军涛说：“只要专制不结束，中共不可能重新评价1989年的民主运动。中国民主化才能解决中国的问题。需要行动。所以最近几年，我把主要主力放在如何通过行动结束共产党的暴政，如何通过行动唤醒更多年轻人。”与会的《北京之春》杂志主编胡平表示，近期美国的抗议活动不断，有人将特朗普总统此前表示可能出动军队，与六四天安门事件作比较，他说，两者之间毫无可比性，应借此机会向中国年轻人说明真相。胡平说：“不管我们对美国政府要做的事情做出什么样评价，都不会改变一个最基本的事实，那就是在美国发生的事情，和当年的六四，不是同一个性质，绝对不能相提并论。另外对于许多年轻人，尤其是长期以来受到中共的宣传，对六四有所误解的人，这里也是我们说明的很好机会，和我们看到在美国发生的事件不一样。”胡平说，31年来，每年最令中国政府害怕、最让天安门母亲欣慰的，便是香港维园的十万烛光。人在维园的香港众志秘书长黄之锋通过视频表示，香港人会像亲历六四的前辈一样，在争取民主自由的路上继续努力。,news,voachinese,89学生领袖王丹举办线上六四纪念会 呼吁跨世代合作,democracy,sensitive
